    1  0.10000001000E-04  0.72058258692E-09  0.21790417428E-12  0.00000000000E+00  0.00000000000E+00  0.27157604769E-12  0.63967686876E-18  0.72683453505E-17  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.22003525349E-13  0.65879586417E-14  0.24298456370E-12  0.24848858160E-11  0.22546596795E-11  0.00000000000E+00  0.73931773418E-13  0.47990800289E-13  0.62557853393E-18  0.58956283981E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    2  0.10000001000E-04  0.72058258692E-09  0.21790417428E-12  0.00000000000E+00  0.00000000000E+00  0.27157604769E-12  0.63967686876E-18  0.72683453505E-17  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.22003525349E-13  0.65879586417E-14  0.24298456370E-12  0.24848858160E-11  0.22546596795E-11  0.00000000000E+00  0.73931773418E-13  0.47990800289E-13  0.62557853393E-18  0.58956283981E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    3  0.10000001000E-04  0.72058258692E-09  0.21790417428E-12  0.00000000000E+00  0.00000000000E+00  0.27157604769E-12  0.63967686876E-18  0.72683453505E-17  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.22003525349E-13  0.65879586417E-14  0.24298456370E-12  0.24848858160E-11  0.22546596795E-11  0.00000000000E+00  0.73931773418E-13  0.47990800289E-13  0.62557853393E-18  0.58956283981E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    4  0.10000001000E-04  0.72058258692E-09  0.21790417428E-12  0.00000000000E+00  0.00000000000E+00  0.27157604769E-12  0.63967686876E-18  0.72683453505E-17  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.22003525349E-13  0.65879586417E-14  0.24298456370E-12  0.24848858160E-11  0.22546596795E-11  0.00000000000E+00  0.73931773418E-13  0.47990800289E-13  0.62557853393E-18  0.58956283981E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    5  0.10000001000E-04  0.72058258924E-09  0.21790417428E-12  0.00000000000E+00  0.00000000000E+00  0.17147426765E-12  0.17957941854E-19  0.26205732028E-15  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.21752684734E-15  0.84648329487E-13  0.86608411312E-13  0.24848858160E-11  0.22546596795E-11  0.00000000000E+00  0.73931773418E-13  0.47990800289E-13  0.62557853393E-18  0.58956283981E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    1  0.10303862204E-04  0.72058258692E-09  0.21790417428E-12  0.00000000000E+00  0.00000000000E+00  0.27157604769E-12  0.63963971525E-18  0.72651554984E-17  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.22005364185E-13  0.65898006306E-14  0.24298088287E-12  0.24848858160E-11  0.22546596795E-11  0.00000000000E+00  0.73931773418E-13  0.47990800289E-13  0.62557853393E-18  0.58956283981E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    2  0.10303862204E-04  0.72058258692E-09  0.21790417428E-12  0.00000000000E+00  0.00000000000E+00  0.27157604769E-12  0.63963971525E-18  0.72651554984E-17  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.22005364185E-13  0.65898006306E-14  0.24298088287E-12  0.24848858160E-11  0.22546596795E-11  0.00000000000E+00  0.73931773418E-13  0.47990800289E-13  0.62557853393E-18  0.58956283981E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    3  0.10303862204E-04  0.72058258692E-09  0.21790417428E-12  0.00000000000E+00  0.00000000000E+00  0.27157604755E-12  0.63963971104E-18  0.72651555463E-17  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.22005364037E-13  0.65898006732E-14  0.24298088284E-12  0.24848858160E-11  0.22546596795E-11  0.00000000000E+00  0.73931773418E-13  0.47990800288E-13  0.62557853393E-18  0.58956283981E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    4  0.10303862204E-04  0.72058261138E-09  0.21790417428E-12  0.00000000000E+00  0.00000000000E+00  0.27157016224E-12  0.63940546633E-18  0.72678219232E-17  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.21997278427E-13  0.65922114126E-14  0.24298067240E-12  0.24848873676E-11  0.22546567261E-11  0.00000000000E+00  0.73931819580E-13  0.47990737425E-13  0.62557853393E-18  0.58956283981E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    5  0.10303862204E-04  0.72058256451E-09  0.21790417428E-12  0.00000000000E+00  0.00000000000E+00  0.17146768544E-12  0.17959880258E-19  0.26189829417E-15  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.21756275828E-15  0.84650492586E-13  0.86599630099E-13  0.24848842645E-11  0.22546626330E-11  0.00000000000E+00  0.73931727255E-13  0.47990863153E-13  0.62557853393E-18  0.58956283981E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
